V1,Duration..in.seconds.,Finished,Recorded.Date,How.old.are.you.,In.what.year.were.you.born....Please.select.from.the.dropdown.box,Gender,Please.describe.your.gender,Which.country.are.you.currently.living.in.,Would.you.say.the.area.you.live.in.is.generally.rural.or.urban.,Which.of.these.ethnic.groups.do.you.belong.to.,Now..thinking.of.the.chief..income.earner.in.your.household..which.might.be.you.or.somebody.else.in.the..household..which.of.these.best.describes.the.current.status.of.the.chief.income..earner.,Over.the.past.year..how.often.did.you..visit.a.woodland.or.forest.during.each.season..Please.tick.one.option.for.each..season....Spring.2021..Mar.to.now.,Over.the.past.year..how.often.did.you..visit.a.woodland.or.forest.during.each.season..Please.tick.one.option.for.each..season....Winter.2020.21..Dec.to.Feb.,Over.the.past.year..how.often.did.you..visit.a.woodland.or.forest.during.each.season..Please.tick.one.option.for.each..season....Autumn.2020..Sep.to.Nov.,Over.the.past.year..how.often.did.you..visit.a.woodland.or.forest.during.each.season..Please.tick.one.option.for.each..season....Summer.2020..Jun.to.Aug.,As.a.child..up.to.12..years.old..I.spent.a.lot.of.time.in.woodlands.or.forests,As..a.teenager..13.to.18.years.old..I.spent.a.lot.of.time.in.woodlands.or.forests,Spending.time.out.of.doors.is.an.important.part.of.my.life..By..out.of.doors..we.mean.open.spaces.in.and.around.towns.and.cities..including.parks..canals.and.nature.areas..the.coast.and.beaches..and.the.countryside.including.farmland..woodland..hills.and.rivers.,We.would.like.you.to.imagine.you.are..going.to.visit.a.woodland.or.forest.in.the.next.couple.of.weeks..i.e..this.Spring...It..could.be.a.single.visit..multiple.visits..for.a.couple.of.hours.or.all.day..This..woodland.or.forest.could.be.anywhere.in.Wales..Scotland.or.England...On.this.visit.s..to..the.woodland.or.forest..would.you.go...please.tick.all.that.apply..,Please.specify.who.you.would.visit.the.woodland.or.forest.with.,Timing...First.Click...21,Timing...Last.Click...22,Timing...Page.Submit...23,Timing...Click.Count...24,I.confirm.that.I.have.listened.to.all.three.sound.clips.,Timing...First.Click...26,Timing...Last.Click...27,Timing...Page.Submit...28,Timing...Click.Count...29,In.the.last.five.years.have.you.been.a.member.of.any.wildlife.conservation.or.natural.heritage.organisations..e.g...RSPB..Yorkshire.Wildlife.Trust..National.Trust..a.local.angling.society..,Please.select.the.income.band.that.represents.your.total..before.tax..yearly.household.income..pick.one.option.,Please.select.your.highest.level.of.education.you.have.completed..pick.one.option.,Scenario.2,Scenario.4,Scenario.5,Scenario.11,Scenario.12,Scenario.14,Scenario.15,Scenario.17,Scenario.18,You.selected.to.stick.with.the.planned.management.plan.for.the.new.woodland.in.all.of.your.choices.......Please.indicate.which..if.any..of..the.statements.listed.below.most.closely.match.your.reasons.for.this.choice...please.select.one.option..,Please.specify.your.reason.below.,Your.nearby.woodland......We.would.now.like.you.to.think.about.a.woodland.near.to.where.you.live..Using.the.map.below..please.find.that.woodland..You.can.either.search.using.the.search.bar.below.the.map..or.click.and.drag.the.marker.......Try.to.be.as.specific.as.possible..If.there.is.a.particular.area.of.the.woodland.you.visit..try.to.move.the.marker.as.close.to.that.as.possible..This.will.help.us.understand.what.the.woodland.is.like.,To.help.us.understand.more.about.the.woodland.you.are.thinking.of..we.want.to.ask.you.a.few.questions.about.where.the.nearby.woodland.is.in.relation.to.your.home...........Please.enter.your.full.postcode..e.g..SW1.4RK.or.TG16.3SJ...,Please..indicate.the.approximate.distance.as.the.crow.flies..one.way..between.your.home..and.your.nearby.woodland.,Using.the.map.below..please.indicate.where.you.live..You.can.either.search.using.the.search.bar.below.the.map..or.click.and.drag.the.marker..........We.will.only.use.this.information.for.the.purposes.of.calculating.the.distance.between.the.woodland.you.have.selected.and.where.you.live..This.information.will.stored.securely.following.GDPR.and.will.not.be.shared.any.further.than.the.immediate.research.team..We.will.not.use.this.information.for.any.marketing.purposed.or.share.it.with.third.parties.,WoodlandsSounds,WoodlandsColours,WoodlandsSmells,WoodlandsTree,Encountering.the.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Physically.relaxed,Encountering.the.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Joyful,Encountering.the.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Clear.minded,Encountering.the.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Part.of.something.bigger.than.myself,Encountering.the.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Open.to.people,The.number.of.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Physically.relaxed,The.number.of.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Joyful,The.number.of.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Clear.minded,The.number.of.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Part.of.something.bigger.than.myself,The.number.of.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Open.to.people,The.variety.of.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Physically.relaxed,The.variety.of.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Joyful,The.variety.of.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Clear.minded,The.variety.of.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Part.of.something.bigger.than.myself,The.variety.of.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Open.to.people,The.interactions.between.plants..fungi.and.animals..e.g..pollination..predator.prey..in.this.woodland.make.me.feel....Physically.relaxed,The.interactions.between.plants..fungi.and.animals..e.g..pollination..predator.prey..in.this.woodland.make.me.feel....Joyful,The.interactions.between.plants..fungi.and.animals..e.g..pollination..predator.prey..in.this.woodland.make.me.feel....Clear.minded,The.interactions.between.plants..fungi.and.animals..e.g..pollination..predator.prey..in.this.woodland.make.me.feel....Part.of.something.bigger.than.myself,The.interactions.between.plants..fungi.and.animals..e.g..pollination..predator.prey..in.this.woodland.make.me.feel....Open.to.people,The.living.processes..e.g..decomposition..growing..that.happen.in.this.woodland.make.me.feel....Physically.relaxed,The.living.processes..e.g..decomposition..growing..that.happen.in.this.woodland.make.me.feel....Joyful,The.living.processes..e.g..decomposition..growing..that.happen.in.this.woodland.make.me.feel....Clear.minded,The.living.processes..e.g..decomposition..growing..that.happen.in.this.woodland.make.me.feel....Part.of.something.bigger.than.myself,The.living.processes..e.g..decomposition..growing..that.happen.in.this.woodland.make.me.feel....Open.to.people,The.variety.of.sounds.in.this.woodland.make.me.feel....Physically.relaxed,The.variety.of.sounds.in.this.woodland.make.me.feel....Joyful,The.variety.of.sounds.in.this.woodland.make.me.feel....Clear.minded,The.variety.of.sounds.in.this.woodland.make.me.feel....Part.of.something.bigger.than.myself,The.variety.of.sounds.in.this.woodland.make.me.feel....Open.to.people,The.distinctive.sounds.in.this.woodland.make.me.feel....Physically.relaxed,The.distinctive.sounds.in.this.woodland.make.me.feel....Joyful,The.distinctive.sounds.in.this.woodland.make.me.feel....Clear.minded,The.distinctive.sounds.in.this.woodland.make.me.feel....Part.of.something.bigger.than.myself,The.distinctive.sounds.in.this.woodland.make.me.feel....Open.to.people,The.vivid.colours.in.this.woodland.make.me.feel....Physically.relaxed,The.vivid.colours.in.this.woodland.make.me.feel....Joyful,The.vivid.colours.in.this.woodland.make.me.feel....Clear.minded,The.vivid.colours.in.this.woodland.make.me.feel....Part.of.something.bigger.than.myself,The.vivid.colours.in.this.woodland.make.me.feel....Open.to.people,The.variety.of.colours.in.this.woodland.make.me.feel....Physically.relaxed,The.variety.of.colours.in.this.woodland.make.me.feel....Joyful,The.variety.of.colours.in.this.woodland.make.me.feel....Clear.minded,The.variety.of.colours.in.this.woodland.make.me.feel....Part.of.something.bigger.than.myself,The.variety.of.colours.in.this.woodland.make.me.feel....Open.to.people,The.maturity.of.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Physically.relaxed,The.maturity.of.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Joyful,The.maturity.of.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Clear.minded,The.maturity.of.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Part.of.something.bigger.than.myself,The.maturity.of.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Open.to.people,The.variety.of.shapes.in.this.woodland.make.me.feel....Physically.relaxed,The.variety.of.shapes.in.this.woodland.make.me.feel....Joyful,The.variety.of.shapes.in.this.woodland.make.me.feel....Clear.minded,The.variety.of.shapes.in.this.woodland.make.me.feel....Part.of.something.bigger.than.myself,The.variety.of.shapes.in.this.woodland.make.me.feel....Open.to.people,The.sponginess.of.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Physically.relaxed,The.sponginess.of.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Joyful,The.sponginess.of.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Clear.minded,The.sponginess.of.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Part.of.something.bigger.than.myself,The.sponginess.of.living.things..e.g..plants..fungi.and.animals..in.this.woodland.makes.me.feel....Open.to.people,The.variety.of.textures.in.this.woodland.make.me.feel....Physically.relaxed,The.variety.of.textures.in.this.woodland.make.me.feel....Joyful,The.variety.of.textures.in.this.woodland.make.me.feel....Clear.minded,The.variety.of.textures.in.this.woodland.make.me.feel....Part.of.something.bigger.than.myself,The.variety.of.textures.in.this.woodland.make.me.feel....Open.to.people,The.woody.smells.in.this.woodland.make.me.feel....Physically.relaxed,The.woody.smells.in.this.woodland.make.me.feel....Joyful,The.woody.smells.in.this.woodland.make.me.feel....Clear.minded,The.woody.smells.in.this.woodland.make.me.feel....Part.of.something.bigger.than.myself,The.woody.smells.in.this.woodland.make.me.feel....Open.to.people,The.variety.of.smells.in.this.woodland.make.me.feel....Physically.relaxed,The.variety.of.smells.in.this.woodland.make.me.feel....Joyful,The.variety.of.smells.in.this.woodland.make.me.feel....Clear.minded,The.variety.of.smells.in.this.woodland.make.me.feel....Part.of.something.bigger.than.myself,The.variety.of.smells.in.this.woodland.make.me.feel....Open.to.people,Changes.in.this.season.make.me.feel....Physically.relaxed,Changes.in.this.season.make.me.feel....Joyful,Changes.in.this.season.make.me.feel....Clear.minded,Changes.in.this.season.make.me.feel....Part.of.something.bigger.than.myself,Changes.in.this.season.make.me.feel....Open.to.people,The.presence.of.animals.in.this.woodland.makes.me.feel....Physically.relaxed,The.presence.of.animals.in.this.woodland.makes.me.feel....Joyful,The.presence.of.animals.in.this.woodland.makes.me.feel....Clear.minded,The.presence.of.animals.in.this.woodland.makes.me.feel....Part.of.something.bigger.than.myself,The.presence.of.animals.in.this.woodland.makes.me.feel....Open.to.people,Do..you.have.any.difficulties.being.able.to.smell.at.the.moment..For.example..due..to.no.sense.of.smell..having.a.cold.or.hay.fever.,Do..you.have.difficulties.with.your.hearing.at.the.moment..Please.answer.assuming..you.are.wearing.hearing.aids.if.you.need.them.,Do..you.have.difficulties.with.your.sight.at.the.moment..Please.answer.assuming.you..are.wearing.glasses.or.contact.lenses.if.you.need.them.,Block,ID,Season,PA1,PA2,PA3,PA4,PA5,PA6,PA7,PA8,PA9,PA10,PA11,Encountering.the.living.things,The.number.of.living.things,The.variety.of.living.things,The.interactions.between.plants,The.living.processes,The.variety.of.sounds,The.distinctive.sounds,The.vivid.colours,The.variety.of.colours,The.maturity.of.living.things,The.variety.of.shapes,The.sponginess.of.living.things,The.variety.of.textures,The.woody.smells,The.variety.of.smells,Changes.in.this.season,The.presence.of.animals,Overall,ExactAge,DummyAge,Protestor,Country,Urbanicity,EthnicityDummyWhite,EthnicityDummyAsian,EthnicityDummyBlack,EthnicityDummyMixed,ClassDummy,Summer2020WoodlandVisitDummy,Autumn2020WoodlandVisitDummy,Winter2020WoodlandVisitDummy,MostRecentVisit,ChildVisitWoodlands,TeenVisitWoodlands,AdultVisitWoodlands,Charity,IncomeLevels,IncomeDummy,EducationLevels,EducationDummy,SmellIssues,HearingIssues,SightIssues,MapDistance,PostcodeDistance,MilesDistance,WoodlandsScore,Postcode,LonPC,LatPC,County2,County,NUTS,CCCode,Region,Month,Week,Day,Impairment
1,608,TRUE,2021-01-25T05:46:01Z,18 - 29,2001,1,,England,Urban,Asian or Asian British - Bangladeshi,Factory/manual worker,Once or twice a season,I did not visit,I did not visit,I did not visit,Neither agree nor disagree,Neither agree nor disagree,Disagree,With other adult friends/family,,0.342,13.206,17.764,5,Yes,0.534,62.78,64.201,6,No,"£15,600 and up to £20,799","2 + A Levels, NVQ Level 3, BTEC National Diploma",OPTION A,OPTION A,NO CHANGE,OPTION A,OPTION A,OPTION B,NO CHANGE,OPTION B,NO CHANGE,"",,"lat: 00.000, lon: 00.000",CT2 7NX,Less than 1 mile,"lat: 00.000, lon: 00.000",35,47,37,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,1,0,0,0,0,0,0,1,2,2,1,0,18199.5,0,4,1,0,0,0,,,1.609344,41.5,Anonymised,0,0,Anonymised,Anonymised,Anonymised,Anonymised,Anonymised,1,4,25,0
2,1152,TRUE,2021-01-25T05:55:08Z,60-69,1960,1,,England,Urban,Asian or Asian British - Indian,Senior management,Once a week,Once or twice a season,Once or twice a month,Once a week,Strongly disagree,Strongly disagree,Strongly agree,"With other adult friends/family,With children,With a dog(s)",,3.402,40.802,42.142,8,Yes,2.833,78.423,80.125,13,No,"£31,200 up to £36,399","5 + O Levels / CSEs / GCSEs, NVQ Level 2, AS Levels, Higher Diploma, Diploma Apprenticeship",OPTION B,OPTION A,OPTION A,OPTION A,OPTION A,OPTION A,OPTION B,OPTION A,OPTION A,"",,"lat: 00.000, lon: 00.000",CT2 7NX,Over 20 miles,"lat: 00.000, lon: 00.000",87,81,91,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,0,1,0,1,0,0,1,3,2,1,3,0,0,4,0,33799.5,1,3,0,0,0,0,8256.132053,,32.18688,86.5,Anonymised,0,0,Anonymised,Anonymised,Anonymised,Anonymised,Anonymised,1,4,25,0
3,266,TRUE,2021-01-25T06:03:30Z,40-49,1985,0,,England,Urban,White - British/English/Welsh/Scottish/Northern Irish,Office/clerical/administration,Once or twice a season,Several times a week,Once a week,Once or twice a month,Agree,Neither agree nor disagree,Disagree,With a dog(s),,0,0,11.166,0,Yes,9.613,9.613,26.241,1,Yes,"£26,000 and up to £31,199","2 + A Levels, NVQ Level 3, BTEC National Diploma",NO CHANGE,OPTION B,OPTION B,OPTION B,OPTION B,OPTION B,OPTION A,OPTION B,OPTION B,"",,"lat: 00.000, lon: 00.000",CT2 7NX,5-9 miles,"lat: 00.000, lon: 00.000",38,38,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,1,1,0,0,0,1,2,3,4,1,3,2,1,1,28599.5,1,4,1,0,0,0,3.58895005,,11.265408,37.5,Anonymised,0,0,Anonymised,Anonymised,Anonymised,Anonymised,Anonymised,1,4,25,0
4,832,TRUE,2021-01-25T06:19:54Z,60-69,1959,0,,Wales,Urban,Asian or Asian British - Chinese,Retired,I did not visit,I did not visit,I did not visit,I did not visit,Disagree,Neither agree nor disagree,Agree,"With other adult friends/family,With children,With an organised group",,0,0,14.515,0,Yes,59.708,59.708,61.812,1,No,"£10,400 up to £15,599","Degree, Higher Degree, NVQ level 4-5, BTEC Higher Level, professional qualifications (e.g. teaching, nursing, accountancy)",NO CHANGE,OPTION A,OPTION A,NO CHANGE,NO CHANGE,NO CHANGE,OPTION B,NO CHANGE,NO CHANGE,"",,"lat: 00.000, lon: 00.000",CT2 7NX,1-4 miles,"lat: 00.000, lon: 00.000",70,60,53,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,3,0,12999.5,0,5,1,0,0,0,4.386717129,,4.02336,63.5,Anonymised,0,0,Anonymised,Anonymised,Anonymised,Anonymised,Anonymised,1,4,25,0
5,1075,TRUE,2021-01-25T06:27:17Z,30-39,1982,0,,Scotland,Urban,Asian or Asian British - Chinese,Factory/manual worker,I did not visit,I did not visit,I did not visit,I did not visit,Disagree,Disagree,Strongly agree,With other adult friends/family,,2.737,10.128,11.905,3,Yes,8.804,30.89,32.481,3,No,"£15,600 and up to £20,799","Degree, Higher Degree, NVQ level 4-5, BTEC Higher Level, professional qualifications (e.g. teaching, nursing, accountancy)",NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,"Due to COVID-19 related circumstances, I do not wish to commit to any tax increases",,"lat: 00.000, lon: 00.000",CT2 7NX,5-9 miles,"lat: 00.000, lon: 00.000",85,85,85,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,2,1,0,1,0,0,0,0,0,0,0,1,1,4,0,18199.5,0,5,1,0,0,0,1.314722154,,11.265408,81,Anonymised,0,0,Anonymised,Anonymised,Anonymised,Anonymised,Anonymised,1,4,25,0
6,1185,TRUE,2021-01-25T06:29:26Z,18 - 29,2000,1,,England,Urban,Mixed - any other mixed background,Office/clerical/administration,Once or twice a season,I did not visit,I did not visit,I did not visit,Neither agree nor disagree,Agree,Strongly agree,With other adult friends/family,,0,0,72.317,0,Yes,83.36,83.36,85.313,1,No,"£10,400 up to £15,599","2 + A Levels, NVQ Level 3, BTEC National Diploma",OPTION A,OPTION A,OPTION B,OPTION B,OPTION B,OPTION A,OPTION B,OPTION A,OPTION A,"",,"lat: 00.000, lon: 00.000",CT2 7NX,1-4 miles,"lat: 00.000, lon: 00.000",73,19,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1,0,0,0,1,1,0,0,0,1,2,3,4,0,12999.5,0,4,1,0,0,0,,,4.02336,44.75,Anonymised,0,0,Anonymised,Anonymised,Anonymised,Anonymised,Anonymised,1,4,25,0
7,1506,TRUE,2021-01-25T06:31:55Z,30-39,1986,0,,England,Rural,Mixed - White and Black African,Factory/manual worker,Every day,I did not visit,I did not visit,I did not visit,Agree,Agree,Strongly agree,"With other adult friends/family,With children,With a dog(s)",,1.955,1.955,191.37,1,Yes,1.45,96.194,106.895,5,No,"£10,400 up to £15,599","Other qualifications (vocational/work related, foreign qualifications or level unknown)",OPTION A,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,OPTION A,NO CHANGE,NO CHANGE,OPTION A,"",,"lat: 00.000, lon: 00.000",CT2 7NX,5-9 miles,"lat: 00.000, lon: 00.000",20,38,61,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,1,0,0,0,0,5,3,3,4,0,12999.5,0,2,0,0,0,0,1.017314248,,11.265408,44.75,Anonymised,0,0,Anonymised,Anonymised,Anonymised,Anonymised,Anonymised,1,4,25,0
8,958,TRUE,2021-01-25T06:46:29Z,60-69,1959,1,,England,Urban,Black or Black British - Caribbean,Factory/manual worker,Once or twice a season,I did not visit,I did not visit,Once or twice a season,Agree,Agree,Agree,With other adult friends/family,,26.031,35.981,37.049,2,Yes,0.75,65.849,66.678,10,No,"£20,800 up to £25,999","Degree, Higher Degree, NVQ level 4-5, BTEC Higher Level, professional qualifications (e.g. teaching, nursing, accountancy)",OPTION A,OPTION A,OPTION A,OPTION B,OPTION A,OPTION A,OPTION B,OPTION B,OPTION A,"",,"lat: 00.000, lon: 00.000",CT2 7NX,5-9 miles,"lat: 00.000, lon: 00.000",28,65,66,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,No,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,0,0,1,0,0,1,0,0,1,0,0,1,3,3,3,0,23399.5,0,5,1,1,0,0,,,11.265408,59.25,Anonymised,0,0,Anonymised,Anonymised,Anonymised,Anonymised,Anonymised,1,4,25,1
9,749,TRUE,2021-01-25T06:47:57Z,50-59,1968,0,,Scotland,Urban,Asian or Asian British - any other Asian background,Professional,Once a week,Once a week,Once a week,Once a week,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,With other adult friends/family,,0,0,12.086,0,Yes,19,19,20.572,1,No,"£20,800 up to £25,999","Degree, Higher Degree, NVQ level 4-5, BTEC Higher Level, professional qualifications (e.g. teaching, nursing, accountancy)",NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,"Due to COVID-19 related circumstances, I do not wish to commit to any tax increases",,"lat: 00.000, lon: 00.000",CT2 7NX,Less than 1 mile,"lat: 00.000, lon: 00.000",49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,1,2,1,0,1,0,0,1,3,3,3,3,2,2,2,0,23399.5,0,5,1,0,0,0,10.19127071,,1.609344,49,Anonymised,0,0,Anonymised,Anonymised,Anonymised,Anonymised,Anonymised,1,4,25,0
10,1088,TRUE,2021-01-25T07:18:08Z,60-69,1954,1,,England,Rural,Mixed - any other mixed background,Retired,I did not visit,I did not visit,I did not visit,I did not visit,Agree,Disagree,Agree,"With other adult friends/family,With children",,9.292,11.573,20.457,2,Yes,12.098,87.781,88.9,7,No,"£31,200 up to £36,399","Other qualifications (vocational/work related, foreign qualifications or level unknown)",OPTION B,OPTION B,OPTION A,OPTION A,OPTION A,OPTION B,OPTION B,NO CHANGE,OPTION A,"",,"lat: 00.000, lon: 00.000",CT2 7NX,1-4 miles,"lat: 00.000, lon: 00.000",62,32,35,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Yes,Yes,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,3,0,33799.5,1,2,0,0,1,1,0.592994433,,4.02336,45.5,Anonymised,0,0,Anonymised,Anonymised,Anonymised,Anonymised,Anonymised,1,4,25,1
